file,field,description,units,data_type,missing_values
data/processed/p04_l049_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p04_l049_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p04_l100_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p04_l100_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/p04_l200_saved_fits.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,saved_fit_row,Row number in original saved fit matrix; this alone does not establish input identity.,one-based index,integer,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,fms_ra,Saved amplitude-spectrum frequency-match score for residual-analysis alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,fms_lof,Saved amplitude-spectrum frequency-match score for local-outlier-factor alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,fms_ransac,Saved amplitude-spectrum frequency-match score for RANSAC alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,phase_consistency_ra,Saved phase-consistency diagnostic for residual-analysis alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,phase_consistency_lof,Saved phase-consistency diagnostic for local-outlier-factor alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,phase_consistency_ransac,Saved phase-consistency diagnostic for RANSAC alternative; historical formula/version not independently certified.,recorded score; exact scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,tolerance_fraction_ra,Saved within-tolerance fraction for residual-analysis alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,tolerance_fraction_lof,Saved within-tolerance fraction for local-outlier-factor alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,tolerance_fraction_ransac,Saved within-tolerance fraction for RANSAC alternative; historical tolerance/version not independently certified.,recorded fraction,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,f_n_ra_cpd,Saved intrinsic spatial frequency for residual-analysis alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,f_n_lof_cpd,Saved intrinsic spatial frequency for local-outlier-factor alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,f_n_ransac_cpd,Saved intrinsic spatial frequency for RANSAC alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,f_n_main_cpd,Saved intrinsic spatial frequency for main/non-RA saved alternative. Interpreted from source layout.,cycles degree^-1,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,fms_main,Saved amplitude-spectrum frequency-match score for main/non-RA saved alternative. Interpreted from source layout; historical writer not version-matched.,dimensionless,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,fisher_information_recorded,Preserved field interpreted as a Fisher-information diagnostic from source layout; do not use as validated inferential uncertainty.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,cr_bound_recorded,Preserved field interpreted as a Cramer–Rao-related diagnostic; exact historical scaling not certified.,historical scale not certified,number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,f_n_aux_recorded_cpd,Seventeenth saved field: auxiliary frequency-like value. Historical role unresolved; preserved and not used for primary summaries.,"cycles degree^-1 (inferred, not certified)",number,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,accepted_fms_ra,True when saved fms_ra lies inclusively between 0.8 and 1.0.,boolean,boolean,Blank means unavailable; not zero
data/processed/p04_l200_saved_fits.csv.gz,fit_success_recorded,Historical optimizer-success flag was not stored; this field is intentionally blank for all saved fits.,unavailable,unavailable,Always blank: no success flag exists in original matrix
data/processed/representative_curves_recomputed.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/representative_curves_recomputed.csv,candidate_mode,Candidate interval ordinal in increasing frequency; not necessarily retained for display.,one-based candidate identifier; 0 for fixed-sample audit,integer,Blank means unavailable; not zero
data/processed/representative_curves_recomputed.csv,selection,"Example-selection rule: row_linked_max_fms, source_plotting_index_rule, or fixed_sample_current_helper.",not applicable,string,Blank means unavailable; not zero
data/processed/representative_curves_recomputed.csv,distance_from_flanker_edge_deg,Translated coordinate probe_position_deg + 0.5.,degree of visual angle,number,Blank means unavailable; not zero
data/processed/representative_curves_recomputed.csv,log_sensitivity_ratio,Natural logarithm of flanker sensitivity / base sensitivity. Positive indicates facilitation.,dimensionless (natural log ratio),number,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,candidate_mode,Candidate interval ordinal in increasing frequency; not necessarily retained for display.,one-based candidate identifier; 0 for fixed-sample audit,integer,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,selection,"Example-selection rule: row_linked_max_fms, source_plotting_index_rule, or fixed_sample_current_helper.",not applicable,string,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,assumed_input_index,"Saved fit row minus one, used only as an explicit unverified historical row-to-input assumption.",zero-based index,integer,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,point_index,Position-row index within the input profile.,zero-based index,integer,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,probe_position_deg,"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,distance_from_flanker_edge_deg,Translated coordinate probe_position_deg + 0.5.,degree of visual angle,number,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,log_sensitivity_ratio,Natural logarithm of flanker sensitivity / base sensitivity. Positive indicates facilitation.,dimensionless (natural log ratio),number,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,spread_recorded,Sample SD (ddof=1) of all pairwise staircase log threshold ratios at this position; not SE or CI.,natural log ratio,number,Blank means unavailable; not zero
data/processed/representative_profile_points.csv,errorbar_halfwidth_source_convention,"Recorded spread divided by two, following supplied plotting convention; not a confidence interval.",natural log ratio,number,Blank means unavailable; not zero
data/processed/staircase_reversals.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/staircase_reversals.csv,staircase_id,Public unique staircase identifier: source ID plus analysis group ordinal.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_reversals.csv,reversal_index,Index in author-helper detected reversal sequence.,zero-based index,integer,Blank means unavailable; not zero
data/processed/staircase_reversals.csv,trial_within_staircase,Index within the used staircase trial sequence.,zero-based index,integer,Blank means unavailable; not zero
data/processed/staircase_reversals.csv,source_row,Row number in original numeric trial file.,one-based index,integer,Blank means unavailable; not zero
data/processed/staircase_reversals.csv,normalized_contrast,(Probe digital intensity - background digital intensity) / (1 - background digital intensity).,normalized digital contrast,number,Blank means unavailable; not zero
data/processed/staircase_reversals.csv,used_in_final_five,Whether reversal is among final five detected in that staircase; does not imply staircase included.,boolean,boolean,Blank means unavailable; not zero
data/processed/staircase_summary.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/staircase_summary.csv,experiment,Base or indirect-flanker experiment: base or flanker.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_summary.csv,staircase_id,Public unique staircase identifier: source ID plus analysis group ordinal.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_summary.csv,source_id,De-identified identifier of the preserved source file.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_summary.csv,source_staircase_id,Original staircase identifier within source file; not globally unique.,within-file identifier,number,Blank means unavailable; not zero
data/processed/staircase_summary.csv,probe_position_deg,"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/processed/staircase_summary.csv,trials_recorded,Number of rows grouped by absolute position and staircase ID within file.,count,integer,Blank means unavailable; not zero
data/processed/staircase_summary.csv,trials_used,"Number used from start of grouped rows, at most 200.",count,integer,Blank means unavailable; not zero
data/processed/staircase_summary.csv,distinct_signed_positions,Number of different signed positions in used group; flags any absolute-position pooling.,count,integer,Blank means unavailable; not zero
data/processed/staircase_summary.csv,detected_reversals,Number of reversals detected by exact author helper.,count,integer,Blank means unavailable; not zero
data/processed/staircase_summary.csv,final_five_geometric_threshold,Geometric mean of final five detected reversal contrasts for this staircase.,normalized digital contrast,number,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,participant_id,Public participant ID P01–P04; equals thesis Subject 1–4.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,experiment,Base or indirect-flanker experiment: base or flanker.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,staircase_id,Public unique staircase identifier: source ID plus analysis group ordinal.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,probe_position_deg,"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,distance_from_flanker_edge_deg,Translated coordinate probe_position_deg + 0.5.,degree of visual angle,number,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,detected_reversals,Number of reversals detected by exact author helper.,count,integer,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,threshold_last_five,Geometric mean of the final five detected reversal contrasts for this staircase.,normalized digital contrast,number,Blank means unavailable; not zero
data/processed/staircase_thresholds.csv,included_for_baseline_candidate,Whether staircase is included under the exclusion candidate reproducing saved input zero.,boolean,boolean,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,experiment,Base or indirect-flanker experiment: base or flanker.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,staircase_id,Public unique staircase identifier: source ID plus analysis group ordinal.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,source_id,De-identified identifier of the preserved source file.,not applicable,string,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,source_row,Row number in original numeric trial file.,one-based index,integer,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,trial_within_staircase,Index within the used staircase trial sequence.,zero-based index,integer,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,probe_position_deg,"Signed probe position relative to fixation, as recorded.",degree of visual angle,number,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,probe_digital_intensity,Original trial digital probe intensity; identical to source matrix column 6.,normalized digital drive,number,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,normalized_contrast,(Probe digital intensity - background digital intensity) / (1 - background digital intensity).,normalized digital contrast,number,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,is_detected_reversal,Whether this used trial is marked as a reversal by the author helper.,boolean,boolean,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,reversal_index,Index in author-helper detected reversal sequence.,zero-based index,integer,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,used_in_final_five,Whether reversal is among final five detected in that staircase; does not imply staircase included.,boolean,boolean,Blank means unavailable; not zero
data/processed/staircase_trials.csv.gz,included_for_baseline_candidate,Whether staircase is included under the exclusion candidate reproducing saved input zero.,boolean,boolean,Blank means unavailable; not zero
data/raw/recorded_exclusions.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/raw/recorded_exclusions.csv,experiment,Base or indirect-flanker experiment: base or flanker.,not applicable,string,Blank means unavailable; not zero
data/raw/recorded_exclusions.csv,recorded_file_index,"Directory enumeration index in original exclusion list; 222 is a sentinel, not an actual exclusion.",zero-based index or 222 sentinel,number,Blank means unavailable; not zero
data/raw/recorded_exclusions.csv,recorded_staircase_id,Original within-file staircase ID in exclusion list; 222 is a sentinel.,identifier or 222 sentinel,number,Blank means unavailable; not zero
data/raw/recorded_exclusions.csv,status,Provenance or interpretation status; do not substitute it for a scientific quality judgment.,not applicable,string,Blank means unavailable; not zero
data/raw/stimulus_metadata.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/raw/stimulus_metadata.csv,experiment,Base or indirect-flanker experiment: base or flanker.,not applicable,string,Blank means unavailable; not zero
data/raw/stimulus_metadata.csv,metadata_source_id,Public identifier of the original parameter snapshot retained privately.,not applicable,string,Blank means unavailable; not zero
data/raw/stimulus_metadata.csv,key,Original metadata key; may include a trailing colon. Snapshot settings are not all verified executed settings.,not applicable,string,Blank means unavailable; not zero
data/raw/stimulus_metadata.csv,value,Original retained metadata value as text. Units depend on key; no inferred calibration conversion.,not applicable,string,Blank means unavailable; not zero
data/raw/trial_files.csv,source_id,De-identified identifier of the preserved source file.,not applicable,string,Blank means unavailable; not zero
data/raw/trial_files.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
data/raw/trial_files.csv,experiment,Base or indirect-flanker experiment: base or flanker.,not applicable,string,Blank means unavailable; not zero
data/raw/trial_files.csv,source_directory_index,"Zero-based index in captured source-directory enumeration, including subdirectories.",zero-based index,integer,Blank means unavailable; not zero
data/raw/trial_files.csv,rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
data/raw/trial_files.csv,columns,Number of numeric columns in a source file.,count,integer,Blank means unavailable; not zero
data/raw/trial_files.csv,public_file,Path relative to the repository root.,not applicable,string,Blank means unavailable; not zero
figure_coverage.csv,file,Path relative to the repository root.,not applicable,string,Blank means unavailable; not zero
figure_coverage.csv,thesis_reference,"Original thesis figure reference, or explicit label that this is a new diagnostic.",not applicable,string,Blank means unavailable; not zero
figure_coverage.csv,subjects,Semicolon-separated public subject IDs shown in figure.,not applicable,string,Blank means unavailable; not zero
figure_coverage.csv,status,Provenance or interpretation status; do not substitute it for a scientific quality judgment.,not applicable,string,Blank means unavailable; not zero
figure_coverage.csv,data_source,Tables or source collection underlying the figure; historical uncertainties remain qualified.,not applicable,string,Blank means unavailable; not zero
participants.csv,participant_id,Public participant ID P01–P04; equals thesis Subject 1–4.,not applicable,string,Blank means unavailable; not zero
participants.csv,thesis_subject,Subject number used in the thesis.,subject identifier,integer,Blank means unavailable; not zero
participants.csv,included_in_thesis_main_isf,"True for Subjects 1, 2 and 4; False for diagnostic Subject 3.",boolean,boolean,Blank means unavailable; not zero
participants.csv,scope,Description of material covered by this record.,not applicable,string,Blank means unavailable; not zero
participants.csv,interpretation,Intended scientific interpretation and exclusion qualification.,not applicable,string,Blank means unavailable; not zero
source_manifest.csv,source_id,De-identified identifier of the preserved source file.,not applicable,string,Blank means unavailable; not zero
source_manifest.csv,role,Kind of source material preserved.,not applicable,string,Blank means unavailable; not zero
source_manifest.csv,public_file,Path relative to the repository root.,not applicable,string,Blank means unavailable; not zero
source_manifest.csv,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
source_manifest.csv,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
source_to_output_mapping.csv,source_collection,Collection of source material used in a transformation.,not applicable,string,Blank means unavailable; not zero
source_to_output_mapping.csv,output,Relative file or collection produced by the transformation.,not applicable,string,Blank means unavailable; not zero
source_to_output_mapping.csv,transformation,Documented operation linking source material to output.,not applicable,string,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,condition_id,"Public condition ID Pnn_Llll, with archived luminance label lll.",not applicable,string,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,exclusion_candidate,Named candidate exclusion set used for comparison or selected baseline reproduction.,not applicable,string,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,points,Number of profile positions produced by this exclusion candidate.,count,integer,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,same_positions,Whether recomputed and saved profile positions match exactly.,boolean,boolean,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,max_ratio_difference,Maximum absolute recomputed versus saved log-ratio difference.,natural log ratio,number,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,max_spread_difference,Maximum absolute recomputed versus saved spread difference.,natural log ratio,number,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,ratio_match_at_1e_12,Whether named profile quantity agrees at all positions within absolute tolerance 1e-12.,boolean,boolean,Blank means unavailable; not zero
validation/exclusion_candidate_checks.csv,spread_match_at_1e_12,Whether named profile quantity agrees at all positions within absolute tolerance 1e-12.,boolean,boolean,Blank means unavailable; not zero
validation/p01_l010_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p01_l010_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p01_l010_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p01_l010_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p01_l010_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p01_l010_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p01_l010_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p01_l020_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p01_l020_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p01_l020_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p01_l020_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p01_l020_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p01_l020_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p01_l020_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p01_l025_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p01_l025_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p01_l025_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p01_l025_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p01_l025_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p01_l025_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p01_l025_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p01_l050_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p01_l050_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p01_l050_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p01_l050_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p01_l050_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p01_l050_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p01_l050_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p01_l200_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
validation/p01_l200_bootstrap_sources.csv.gz,source_kind,Original paired input component: profile or spread.,not applicable,string,Blank means unavailable; not zero
validation/p01_l200_bootstrap_sources.csv.gz,source_bytes,Number of bytes in the original uncompressed source file.,byte,integer,Blank means unavailable; not zero
validation/p01_l200_bootstrap_sources.csv.gz,source_sha256,"SHA-256 of original source bytes, before gzip wrapping.",not applicable,string,Blank means unavailable; not zero
validation/p01_l200_bootstrap_sources.csv.gz,source_rows,Number of numeric rows in a source file.,count,integer,Blank means unavailable; not zero
validation/p01_l200_bootstrap_sources.csv.gz,newline,Original text line ending: LF or CRLF.,not applicable,string,Blank means unavailable; not zero
validation/p01_l200_bootstrap_sources.csv.gz,terminal_newline,Whether original source bytes end in a newline.,boolean,boolean,Blank means unavailable; not zero
validation/p02_l010_bootstrap_sources.csv.gz,source_input_index,"Actual original input-file index, 0–49999; input zero is deterministic.",zero-based index,integer,Blank means unavailable; not zero
